category,over_represented_pvalue,numDEInCat,numInCat,FDR
GO_METAL_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY,0.5960207479759179,4,309,0.8019648498323644
GO_DIENCEPHALON_DEVELOPMENT,0.5961194616817258,1,65,0.8019648498323644
GO_RRNA_BINDING,0.5963159304252335,1,57,0.8019648498323644
GO_STEROID_HORMONE_RECEPTOR_BINDING,0.5963722006491587,1,69,0.8019648498323644
GO_CATION_TRANSMEMBRANE_TRANSPORT,0.5966472087284427,9,680,0.8019648498323644
GO_VOLTAGE_GATED_ION_CHANNEL_ACTIVITY,0.5971373949702233,2,148,0.8019648498323644
GO_CATION_TRANSPORT,0.5972485740501067,12,898,0.8019648498323644
GO_POSTSYNAPSE_ORGANIZATION,0.5981340261758168,2,152,0.8027252272316858
GO_TISSUE_MORPHOGENESIS,0.5995911620943283,7,540,0.8042516120891923
GO_REGULATION_OF_CELLULAR_CATABOLIC_PROCESS,0.6004859043993042,10,748,0.8048107059566183
GO_MORPHOGENESIS_OF_AN_EPITHELIUM,0.6006479900916789,6,464,0.8048107059566183
GO_POLYSOME,0.601971849370081,1,62,0.8060102575667877
GO_AMYLOID_BETA_BINDING,0.6024715687608511,1,68,0.8060102575667877
GO_EXTRINSIC_COMPONENT_OF_PLASMA_MEMBRANE,0.6029917996071563,2,147,0.8060102575667877
GO_MUSCLE_TISSUE_DEVELOPMENT,0.6032768826971167,4,307,0.8060102575667877
GO_CELL_SUBSTRATE_ADHESION,0.6034744769215477,4,315,0.8060102575667877
GO_PHOSPHOLIPASE_C_ACTIVATING_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY,0.6035197078058767,1,64,0.8060102575667877
GO_CYTOSKELETAL_PROTEIN_BINDING,0.6037866104396931,11,845,0.8060102575667877
GO_HEAD_DEVELOPMENT,0.605136460303786,9,701,0.8069751320763726
GO_RESPONSE_TO_INORGANIC_SUBSTANCE,0.6052347437183103,6,449,0.8069751320763726
GO_NEGATIVE_REGULATION_OF_NF_KAPPAB_TRANSCRIPTION_FACTOR_ACTIVITY,0.605555318792738,1,66,0.8069751320763726
GO_HEMATOPOIETIC_PROGENITOR_CELL_DIFFERENTIATION,0.6057928625686646,2,146,0.8069751320763726
GO_CELLULAR_IRON_ION_HOMEOSTASIS,0.6061609407068851,1,63,0.8070379914652281
GO_LEUKOCYTE_DIFFERENTIATION,0.6066334014657412,5,382,0.807239685019227
GO_GASTRULATION,0.6073974605734898,2,152,0.8078289864316904
GO_CORTICAL_ACTIN_CYTOSKELETON,0.6081673753802955,1,68,0.8084254487745471
GO_GAMETE_GENERATION,0.6088034745631739,6,457,0.8088434963161026
GO_BODY_FLUID_SECRETION,0.6114200859875668,1,69,0.8118773896396281
GO_ENDOSOME_TO_LYSOSOME_TRANSPORT,0.6123789153951882,1,72,0.8118773896396281
GO_CELL_FATE_SPECIFICATION,0.6126715371285263,1,70,0.8118773896396281
GO_PHOSPHORIC_DIESTER_HYDROLASE_ACTIVITY,0.6126793567359174,1,70,0.8118773896396281
GO_ENDOSOME_ORGANIZATION,0.6127011075689918,1,68,0.8118773896396281
GO_ANATOMICAL_STRUCTURE_HOMEOSTASIS,0.6131874464737822,5,384,0.8120939588633819
GO_TRANSMEMBRANE_RECEPTOR_PROTEIN_TYROSINE_KINASE_SIGNALING_PATHWAY,0.6135500479677877,8,629,0.8121465108626242
GO_POSITIVE_REGULATION_OF_CELL_ADHESION,0.6146398485872429,4,311,0.8131610832177357
GO_CELL_PART_MORPHOGENESIS,0.6153857744969364,8,641,0.8137198858358544
GO_PROTEIN_N_LINKED_GLYCOSYLATION,0.6163615253167436,1,66,0.8140762547804068
GO_CELL_CELL_JUNCTION_ORGANIZATION,0.6170167884936502,2,159,0.8140762547804068
GO_NEGATIVE_REGULATION_OF_CELLULAR_PROTEIN_CATABOLIC_PROCESS,0.617488689367214,1,69,0.8140762547804068
GO_RESPONSE_TO_VITAMIN,0.6178294437973126,1,67,0.8140762547804068
GO_CELLULAR_RESPONSE_TO_ALCOHOL,0.6178502208257111,1,72,0.8140762547804068
GO_CYTOSOLIC_TRANSPORT,0.6179171264620114,2,153,0.8140762547804068
GO_RIBONUCLEOSIDE_TRIPHOSPHATE_BIOSYNTHETIC_PROCESS,0.6179211015410722,1,63,0.8140762547804068
GO_REGULATION_OF_LIPASE_ACTIVITY,0.6191316926130574,1,71,0.8151306155896778
GO_EMBRYONIC_PLACENTA_DEVELOPMENT,0.6196850359338679,1,70,0.8151306155896778
GO_POSITIVE_REGULATION_OF_PEPTIDE_HORMONE_SECRETION,0.6199356257194983,1,70,0.8151306155896778
GO_PROTEIN_LOCALIZATION_TO_VACUOLE,0.6200178400091665,1,70,0.8151306155896778
GO_REGULATION_OF_PROTEIN_DEPOLYMERIZATION,0.6208222382516297,1,72,0.8157617184967862
GO_OSTEOCLAST_DIFFERENTIATION,0.6216744328969224,1,69,0.8162279095541014
GO_GDP_BINDING,0.6221885705986789,1,66,0.8162279095541014
GO_EPITHELIAL_CELL_DIFFERENTIATION,0.6222839597646295,6,467,0.8162279095541014
GO_POSITIVE_REGULATION_OF_TRANSMEMBRANE_TRANSPORT,0.6226339287270186,2,153,0.8162279095541014
GO_POSITIVE_REGULATION_OF_SECRETION,0.6233897710951686,3,232,0.8162279095541014
GO_REGULATION_OF_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_MITOCHONDRION,0.6237147365479861,1,69,0.8162279095541014
GO_SIGNAL_TRANSDUCTION_INVOLVED_IN_CELL_CYCLE_CHECKPOINT,0.6238309315478952,1,67,0.8162279095541014
GO_T_CELL_ACTIVATION,0.6238562861767794,4,311,0.8162279095541014
GO_CILIUM,0.6240979205059789,6,468,0.8162279095541014
GO_CADHERIN_BINDING,0.6268736536438977,4,312,0.8187895883494947
GO_NEGATIVE_REGULATION_OF_TRANSFORMING_GROWTH_FACTOR_BETA_RECEPTOR_SIGNALING_PATHWAY,0.627004160236249,1,71,0.8187895883494947
GO_MONOSACCHARIDE_METABOLIC_PROCESS,0.6270332990700305,3,230,0.8187895883494947
GO_CLATHRIN_COATED_VESICLE,0.6276659865888267,2,154,0.8188150776444489
GO_REGULATION_OF_CELLULAR_AMINE_METABOLIC_PROCESS,0.6281224785577031,1,66,0.8188150776444489
GO_IRON_ION_TRANSPORT,0.6284641859644378,1,68,0.8188150776444489
GO_ACTIVATION_OF_CYSTEINE_TYPE_ENDOPEPTIDASE_ACTIVITY_INVOLVED_IN_APOPTOTIC_PROCESS,0.6284708714882179,1,67,0.8188150776444489
GO_REGULATION_OF_PROTEIN_TARGETING,0.6288229806354283,1,71,0.8188150776444489
GO_LOCALIZATION_WITHIN_MEMBRANE,0.6294542439640113,1,71,0.8188150776444489
GO_T_CELL_ACTIVATION_INVOLVED_IN_IMMUNE_RESPONSE,0.6303711795219027,1,70,0.8188150776444489
GO_NEGATIVE_REGULATION_OF_CANONICAL_WNT_SIGNALING_PATHWAY,0.6307347930093565,2,151,0.8188150776444489
GO_NEGATIVE_REGULATION_OF_AUTOPHAGY,0.6310162531731514,1,72,0.8188150776444489
GO_REGULATION_OF_RESPONSE_TO_OXIDATIVE_STRESS,0.6312408845273753,1,71,0.8188150776444489
GO_ROOF_OF_MOUTH_DEVELOPMENT,0.6315192965019581,1,74,0.8188150776444489
GO_HEART_PROCESS,0.6315651343255122,3,234,0.8188150776444489
GO_ADHERENS_JUNCTION,0.6318078649549669,2,161,0.8188150776444489
GO_REGULATION_OF_MICROTUBULE_POLYMERIZATION_OR_DEPOLYMERIZATION,0.6322332269763986,1,75,0.8188150776444489
GO_NEGATIVE_REGULATION_OF_LIPID_METABOLIC_PROCESS,0.6324159592908127,1,72,0.8188150776444489
GO_PROTEIN_LOCALIZATION_TO_PLASMA_MEMBRANE,0.632727487546043,3,236,0.8188150776444489
GO_BRUSH_BORDER,0.6328153981960012,1,73,0.8188150776444489
GO_REGULATION_OF_LIPID_BIOSYNTHETIC_PROCESS,0.632913125622588,2,153,0.8188150776444489
GO_ARTERY_DEVELOPMENT,0.6332591878925757,1,76,0.8188415720050529
GO_TRANS_GOLGI_NETWORK_MEMBRANE,0.63376054052898,1,72,0.8190247756239843
GO_CELLULAR_RESPONSE_TO_CALCIUM_ION,0.6340521821629811,1,73,0.8190247756239843
GO_REGULATION_OF_PROTEIN_MODIFICATION_PROCESS,0.6346727301187294,17,1305,0.8194055011543143
GO_COGNITION,0.6355760834513352,3,238,0.8201507695639343
GO_REGULATION_OF_MONONUCLEAR_CELL_MIGRATION,0.6360182517006037,1,72,0.8203004630907786
GO_RECYCLING_ENDOSOME,0.6366651097866276,2,156,0.8204312167221114
GO_REGULATION_OF_NEURAL_PRECURSOR_CELL_PROLIFERATION,0.6370762140586819,1,74,0.8204312167221114
GO_REGULATION_OF_BMP_SIGNALING_PATHWAY,0.6370982768422598,1,75,0.8204312167221114
GO_HOMOTYPIC_CELL_CELL_ADHESION,0.6377495630807408,1,74,0.8208496167595002
GO_CHROMOSOME_LOCALIZATION,0.639115421181036,1,73,0.8221868461740695
GO_GATED_CHANNEL_ACTIVITY,0.6396072044976765,3,244,0.822308335883064
GO_REGULATION_OF_WNT_SIGNALING_PATHWAY,0.6399863567068313,4,315,0.822308335883064
GO_CILIUM_OR_FLAGELLUM_DEPENDENT_CELL_MOTILITY,0.6401907441984251,1,73,0.822308335883064
GO_POSITIVE_REGULATION_OF_LIPID_TRANSPORT,0.6408525652186028,1,74,0.8223326875326372
GO_NEGATIVE_REGULATION_OF_RESPONSE_TO_DNA_DAMAGE_STIMULUS,0.6408636451546597,1,73,0.8223326875326372
GO_CELL_ADHESION_MOLECULE_BINDING,0.6418163240257181,6,483,0.8228310832605145
GO_REGULATION_OF_PEPTIDE_SECRETION,0.6420267784941904,3,237,0.8228310832605145
GO_GERM_CELL_DEVELOPMENT,0.642367702576776,2,155,0.8228310832605145
GO_RNA_POLYMERASE_II_TRANSCRIPTION_REGULATOR_COMPLEX,0.6428834360847453,2,154,0.8228310832605145
GO_REGULATION_OF_PATTERN_RECOGNITION_RECEPTOR_SIGNALING_PATHWAY,0.6429716496670099,1,75,0.8228310832605145
GO_SMAD_BINDING,0.6432150734354558,1,75,0.8228310832605145
GO_REGULATION_OF_ACTIN_FILAMENT_LENGTH,0.6441704816007972,2,158,0.8233649854586113
GO_REGULATION_OF_ENDOTHELIAL_CELL_MIGRATION,0.6442871933926628,2,160,0.8233649854586113
GO_BETA_CATENIN_BINDING,0.6454828987393721,1,80,0.8244740936158055
GO_SPINDLE_ORGANIZATION,0.6463409876901425,2,160,0.8251510578886845
GO_MICROVILLUS,0.6475409607598799,1,76,0.825920360501783
GO_RESPONSE_TO_LEUKEMIA_INHIBITORY_FACTOR,0.647600378095235,1,73,0.825920360501783
GO_STEROID_BINDING,0.6482777023540142,1,75,0.8260731081702526
GO_ENZYME_LINKED_RECEPTOR_PROTEIN_SIGNALING_PATHWAY,0.6483770638282619,11,881,0.8260731081702526
GO_REGULATION_OF_CALCIUM_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY,0.651073627627419,1,74,0.8287018147653427
GO_REGULATION_OF_B_CELL_ACTIVATION,0.651099318479649,1,79,0.8287018147653427
GO_PEPTIDE_BINDING,0.6514627461917879,3,238,0.8287449704968876
GO_PROTEIN_O_LINKED_GLYCOSYLATION,0.6523281344804861,1,75,0.8293444466398788
GO_REPRODUCTIVE_SYSTEM_DEVELOPMENT,0.6527203743649751,4,322,0.8293444466398788
GO_VASCULAR_TRANSPORT,0.6531082381539771,1,80,0.8293444466398788
GO_SYNTAXIN_BINDING,0.6532530213891053,1,75,0.8293444466398788
GO_MRNA_BINDING,0.6538653439324558,3,232,0.8297029969677732
GO_ALPHA_AMINO_ACID_CATABOLIC_PROCESS,0.6554281995108662,1,73,0.8309799247009293
GO_INTRACELLULAR_PROTEIN_TRANSPORT,0.6555324734022441,13,994,0.8309799247009293
GO_KIDNEY_MORPHOGENESIS,0.6563024506006939,1,79,0.831449724810959
GO_MEMBRANE_DEPOLARIZATION,0.6565642757354133,1,78,0.831449724810959
GO_PHOSPHOPROTEIN_BINDING,0.6578649168174788,1,79,0.83267753688775
GO_RESPONSE_TO_CATECHOLAMINE,0.658947538069149,1,75,0.833554449276242
GO_MYELOID_LEUKOCYTE_DIFFERENTIATION,0.6592205962665787,2,160,0.833554449276242
GO_POSITIVE_REGULATION_OF_CELL_JUNCTION_ASSEMBLY,0.660514870288536,1,82,0.834771305917421
GO_CARDIAC_MUSCLE_TISSUE_DEVELOPMENT,0.6618489247150057,2,165,0.8360371901849519
GO_CAVEOLA,0.6635462421580494,1,81,0.8377604412788625
GO_RENAL_TUBULE_DEVELOPMENT,0.6640218041891257,1,81,0.8379402095010794
GO_RESPONSE_TO_KETONE,0.6650065075656495,2,164,0.8387619691713182
GO_REGULATION_OF_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR,0.6654189709064642,2,163,0.8388615096891014
GO_SMOOTH_MUSCLE_CONTRACTION,0.6658838307213232,1,79,0.8390269710742122
GO_POSITIVE_REGULATION_OF_WNT_SIGNALING_PATHWAY,0.6672249439984116,2,163,0.8402958107941939
GO_IRON_ION_HOMEOSTASIS,0.6677497746676968,1,76,0.8403425949758282
GO_ENZYME_BINDING,0.6679303568018611,21,1642,0.8403425949758282
GO_BASEMENT_MEMBRANE,0.6690341829580103,1,87,0.841310485069698
GO_MYOTUBE_DIFFERENTIATION,0.6703352964928075,1,84,0.8425253726533789
GO_NUCLEOSIDE_TRIPHOSPHATE_BIOSYNTHETIC_PROCESS,0.6718592139094826,1,73,0.8437606878090474
GO_CELL_MORPHOGENESIS_INVOLVED_IN_DIFFERENTIATION,0.6721284422649273,8,676,0.8437606878090474
GO_APOPTOTIC_SIGNALING_PATHWAY,0.6723246196299527,6,478,0.8437606878090474
GO_POSITIVE_REGULATION_OF_ENDOCYTOSIS,0.6733329538711509,1,82,0.8444205577098869
GO_PROTEIN_ACETYLATION,0.6737924517795597,2,171,0.8444205577098869
GO_INORGANIC_ION_TRANSMEMBRANE_TRANSPORT,0.6738576776635161,8,645,0.8444205577098869
GO_CELL_PROJECTION_ASSEMBLY,0.6746719404957755,6,494,0.8445972450126958
GO_RESPONSE_TO_MECHANICAL_STIMULUS,0.6749141977037725,2,169,0.8445972450126958
GO_FEMALE_GAMETE_GENERATION,0.6750281666170574,1,80,0.8445972450126958
GO_RIBONUCLEOSIDE_TRIPHOSPHATE_METABOLIC_PROCESS,0.6757113432297295,1,75,0.8445972450126958
GO_EPHRIN_RECEPTOR_SIGNALING_PATHWAY,0.675795779417361,1,83,0.8445972450126958
GO_VESICLE_MEDIATED_TRANSPORT_TO_THE_PLASMA_MEMBRANE,0.676013619964436,1,80,0.8445972450126958
GO_RESPONSE_TO_OXYGEN_CONTAINING_COMPOUND,0.6768861746357263,16,1260,0.8452674921593106
GO_CELL_JUNCTION_ASSEMBLY,0.6776968816224912,4,351,0.8454423145687489
GO_PRIMARY_NEURAL_TUBE_FORMATION,0.6776984915191244,1,85,0.8454423145687489
GO_REGULATION_OF_POSTSYNAPSE_ORGANIZATION,0.6783639446858551,1,87,0.8458529107015
GO_STEROL_TRANSPORT,0.6792894530602417,1,83,0.8465825945462311
GO_REGULATION_OF_NEURON_DIFFERENTIATION,0.6797967925441855,2,172,0.8465825945462311
GO_INTEGRIN_MEDIATED_SIGNALING_PATHWAY,0.6799589824983645,1,86,0.8465825945462311
GO_NEGATIVE_REGULATION_OF_CELLULAR_RESPONSE_TO_GROWTH_FACTOR_STIMULUS,0.6810631612927623,1,84,0.8475377786498255
GO_DEVELOPMENT_OF_PRIMARY_SEXUAL_CHARACTERISTICS,0.6814926138373055,2,168,0.8476527813060453
GO_NEGATIVE_REGULATION_OF_PROTEIN_BINDING,0.6827235760117851,1,82,0.8487641095747106
GO_VIRAL_LIFE_CYCLE,0.6837562052851351,3,253,0.8494700377030139
GO_NEGATIVE_REGULATION_OF_LEUKOCYTE_CELL_CELL_ADHESION,0.6842064026555501,1,82,0.8494700377030139
GO_NEGATIVE_REGULATION_OF_PROTEIN_METABOLIC_PROCESS,0.6843046904120501,10,805,0.8494700377030139
GO_UBIQUITIN_BINDING,0.6853077044898799,1,80,0.8499417455716698
GO_PROTEIN_TARGETING,0.6855485646952406,5,394,0.8499417455716698
GO_SEQUESTERING_OF_CALCIUM_ION,0.6856985295287945,1,85,0.8499417455716698
GO_CELLULAR_BIOGENIC_AMINE_METABOLIC_PROCESS,0.6867001001178721,1,80,0.8506075506143629
GO_NEGATIVE_REGULATION_OF_ANION_TRANSPORT,0.6869121015100481,2,167,0.8506075506143629
GO_REGULATION_OF_ION_TRANSPORT,0.6879623249298542,13,1038,0.8514888027552082
GO_NUCLEAR_RECEPTOR_BINDING,0.6890055686426844,1,88,0.8521179079858694
GO_NEGATIVE_REGULATION_OF_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY,0.6891482404943373,1,80,0.8521179079858694
GO_POLYMERIC_CYTOSKELETAL_FIBER,0.6902297282634138,6,507,0.853035757534391
GO_PHOSPHATIDYLINOSITOL_BISPHOSPHATE_BINDING,0.6909742596885546,1,84,0.8532026109366638
GO_NEGATIVE_REGULATION_OF_CHROMOSOME_ORGANIZATION,0.6910432280230553,1,86,0.8532026109366638
GO_TRANSCRIPTION_ELONGATION_FROM_RNA_POLYMERASE_II_PROMOTER,0.6916202681739387,1,82,0.8534960620497821
GO_REGULATION_OF_CELLULAR_COMPONENT_BIOGENESIS,0.6952292538370078,10,825,0.8571346859479528
GO_POSITIVE_REGULATION_OF_CALCIUM_ION_TRANSPORT,0.6952690481493562,1,85,0.8571346859479528
GO_PROTEIN_TETRAMERIZATION,0.6955912103458337,1,83,0.8571346859479528
GO_CELLULAR_AMIDE_METABOLIC_PROCESS,0.6963934225126346,12,918,0.8577029665128677
GO_ENDONUCLEASE_ACTIVITY,0.6972579444485467,1,83,0.8583473961273103
GO_MITOTIC_NUCLEAR_DIVISION,0.697709506472732,3,258,0.8584830767020161
GO_REGULATION_OF_PROTEIN_LOCALIZATION_TO_PLASMA_MEMBRANE,0.6987170649991266,1,86,0.8593024051211753
GO_ION_CHANNEL_REGULATOR_ACTIVITY,0.7005727499572021,1,84,0.8604534484692272
GO_PROTEIN_STABILIZATION,0.700938538753306,2,170,0.8604534484692272
GO_PROTEIN_LOCALIZATION_TO_CHROMOSOME,0.7009612598886681,1,87,0.8604534484692272
GO_NEGATIVE_REGULATION_OF_PROTEIN_MODIFICATION_BY_SMALL_PROTEIN_CONJUGATION_OR_REMOVAL,0.7011135115261449,1,85,0.8604534484692272
GO_PLASMA_MEMBRANE_BOUNDED_CELL_PROJECTION_CYTOPLASM,0.7013786878629169,2,177,0.8604534484692272
GO_CYTOSKELETON_DEPENDENT_CYTOKINESIS,0.7019511614767706,1,86,0.8604534484692272
GO_EMBRYO_DEVELOPMENT_ENDING_IN_BIRTH_OR_EGG_HATCHING,0.7020479030850315,6,509,0.8604534484692272
GO_REGULATION_OF_HEMATOPOIETIC_PROGENITOR_CELL_DIFFERENTIATION,0.7027772872188047,1,83,0.8608350718873113
GO_VASCULAR_ENDOTHELIAL_GROWTH_FACTOR_RECEPTOR_SIGNALING_PATHWAY,0.703201095651976,1,91,0.8608350718873113
GO_REGULATION_OF_ENDOCYTOSIS,0.7033861124168688,2,178,0.8608350718873113
GO_MEMBRANE_COAT,0.7043093135863332,1,86,0.8613257688186016
GO_CILIARY_BASAL_BODY_PLASMA_MEMBRANE_DOCKING,0.7044720105208204,1,89,0.8613257688186016
GO_REGULATION_OF_OXIDOREDUCTASE_ACTIVITY,0.7048177391724033,1,84,0.8613297444210857
GO_NEURAL_TUBE_FORMATION,0.7078525695119342,1,92,0.8642399974135175
GO_MICROTUBULE,0.7078864392333384,4,353,0.8642399974135175
GO_ACTIVATION_OF_PROTEIN_KINASE_ACTIVITY,0.7087674354169728,3,265,0.8646441076125433
GO_POSITIVE_REGULATION_OF_PROTEIN_KINASE_ACTIVITY,0.7089050297801448,5,431,0.8646441076125433
GO_RESPONSE_TO_PEPTIDE,0.7095205389700333,5,436,0.8649753541006465
GO_LIPOPROTEIN_BIOSYNTHETIC_PROCESS,0.7106103546097976,1,85,0.8658842256994385
GO_PLASMA_MEMBRANE_PROTEIN_COMPLEX,0.7116408293555819,5,436,0.8665298424760147
GO_FAT_CELL_DIFFERENTIATION,0.7118459260029864,2,179,0.8665298424760147
GO_NEGATIVE_REGULATION_OF_INFLAMMATORY_RESPONSE,0.7121738307745218,1,89,0.8665298424760147
GO_REGULATION_OF_PROTEIN_STABILITY,0.7149753717545129,3,260,0.8690814090343741
GO_ACTIN_POLYMERIZATION_OR_DEPOLYMERIZATION,0.7153188158053514,2,181,0.8690814090343741
GO_RESPONSE_TO_XENOBIOTIC_STIMULUS,0.7153570895298434,1,85,0.8690814090343741
GO_PHOSPHATASE_REGULATOR_ACTIVITY,0.7156531205209499,1,90,0.8690814090343741
GO_KINASE_ACTIVITY,0.7179388974485073,7,614,0.8708177635746919
GO_REGULATION_OF_TRANSMEMBRANE_TRANSPORT,0.7190105334766317,5,437,0.8708177635746919
GO_POSITIVE_REGULATION_OF_HORMONE_SECRETION,0.7191877783003768,1,91,0.8708177635746919
GO_PROTEIN_TYROSINE_PHOSPHATASE_ACTIVITY,0.7193327722962857,1,92,0.8708177635746919
GO_PROTEIN_LOCALIZATION_TO_ORGANELLE,0.7193522332138804,11,891,0.8708177635746919
GO_SKIN_DEVELOPMENT,0.7197339484614342,2,187,0.8708177635746919
GO_NEGATIVE_REGULATION_OF_WNT_SIGNALING_PATHWAY,0.7206273448192239,2,179,0.8708177635746919
GO_CELLULAR_AMINO_ACID_CATABOLIC_PROCESS,0.7211200458737048,1,87,0.8708177635746919
GO_NEGATIVE_REGULATION_OF_LYMPHOCYTE_ACTIVATION,0.7211799802972187,1,92,0.8708177635746919
GO_PROTEIN_DEPOLYMERIZATION,0.7212943169577455,1,95,0.8708177635746919
GO_AMINOGLYCAN_BIOSYNTHETIC_PROCESS,0.721302552454806,1,94,0.8708177635746919
GO_ORGANOPHOSPHATE_ESTER_TRANSPORT,0.7214355158625281,1,94,0.8708177635746919
GO_CARDIAC_VENTRICLE_DEVELOPMENT,0.7215841826201422,1,96,0.8708177635746919
GO_DNA_BINDING_TRANSCRIPTION_REPRESSOR_ACTIVITY,0.7226993568689442,2,185,0.8716721032061732
GO_REGULATION_OF_MYELOID_LEUKOCYTE_DIFFERENTIATION,0.7229852911682215,1,90,0.8716721032061732
GO_REGULATION_OF_MEMBRANE_POTENTIAL,0.7235800695011898,4,357,0.8718362093997691
GO_CORTICAL_CYTOSKELETON,0.7238147138078402,1,94,0.8718362093997691
GO_REGULATION_OF_PRODUCTION_OF_MOLECULAR_MEDIATOR_OF_IMMUNE_RESPONSE,0.7254146653178408,1,92,0.8733450853395739
GO_UROGENITAL_SYSTEM_DEVELOPMENT,0.7259154420503267,3,283,0.8735298261993165
GO_IMPORT_INTO_CELL,0.726301364666487,2,188,0.873576246837023
GO_POSITIVE_REGULATION_OF_LEUKOCYTE_PROLIFERATION,0.7266678768648969,1,90,0.873599287913583
GO_PEPTIDYL_TYROSINE_DEPHOSPHORYLATION,0.7275804198556184,1,94,0.8742784309301865
GO_ODONTOGENESIS,0.728030064358299,1,94,0.8743323363723984
GO_REGULATION_OF_MITOTIC_NUCLEAR_DIVISION,0.7283205744334691,1,92,0.8743323363723984
GO_POSITIVE_REGULATION_OF_CELL_DIFFERENTIATION,0.7290644149419719,8,686,0.8748077307152001
GO_NEPHRON_EPITHELIUM_DEVELOPMENT,0.7302762469939884,1,98,0.8755715170411895
GO_EXTRINSIC_APOPTOTIC_SIGNALING_PATHWAY,0.7303972336987736,2,185,0.8755715170411895
GO_PROTEIN_TARGETING_TO_MITOCHONDRION,0.7308091154262231,1,88,0.875647891994736
GO_INTERMEDIATE_FILAMENT_CYTOSKELETON,0.7315186491635967,1,96,0.8760806679268788
GO_REGULATION_OF_LYMPHOCYTE_ACTIVATION,0.7320603783157817,3,276,0.8763121615726754
GO_PML_BODY,0.7324455397664522,1,96,0.8763561049061024
GO_INTRINSIC_COMPONENT_OF_POSTSYNAPTIC_MEMBRANE,0.7328174634468891,1,100,0.8763734367112772
GO_ACTIN_BASED_CELL_PROJECTION,0.7331569426801301,2,189,0.8763734367112772
GO_SYNAPSE_ORGANIZATION,0.7344542496970143,4,378,0.877239707831941
GO_CARDIAC_CHAMBER_MORPHOGENESIS,0.734579254351518,1,97,0.877239707831941
GO_METENCEPHALON_DEVELOPMENT,0.7351804460188438,1,98,0.8773269368569492
GO_ENDOPEPTIDASE_REGULATOR_ACTIVITY,0.7353499733178723,1,91,0.8773269368569492
GO_ORGANIC_ACID_BINDING,0.7360574190880409,1,92,0.8777545798987306
GO_INTRINSIC_COMPONENT_OF_ORGANELLE_MEMBRANE,0.7374299336139857,4,345,0.8781877305291551
GO_POSITIVE_REGULATION_OF_TRANSPORTER_ACTIVITY,0.737966421912756,1,96,0.8781877305291551
GO_RESPONSE_TO_PEPTIDE_HORMONE,0.7379810570240212,4,368,0.8781877305291551
GO_CELL_MORPHOGENESIS_INVOLVED_IN_NEURON_DIFFERENTIATION,0.7380281294207778,6,550,0.8781877305291551
GO_POSITIVE_REGULATION_OF_CELL_SUBSTRATE_ADHESION,0.7381665456614847,1,100,0.8781877305291551
GO_HISTONE_DEACETYLASE_BINDING,0.7388627373361135,1,96,0.8786003708748584
GO_INTERLEUKIN_1_MEDIATED_SIGNALING_PATHWAY,0.7398718883129496,1,89,0.8793845931507883
GO_PEPTIDYL_TYROSINE_MODIFICATION,0.741855117429641,3,292,0.8813252812166025
GO_REGULATION_OF_MAPK_CASCADE,0.7422495444699679,6,531,0.881377528017927
GO_EPIDERMAL_GROWTH_FACTOR_RECEPTOR_SIGNALING_PATHWAY,0.7426490012109263,1,101,0.8814356951606794
GO_GLAND_MORPHOGENESIS,0.7433313137832012,1,100,0.8818293651720523
GO_REGULATION_OF_PROTEIN_CONTAINING_COMPLEX_DISASSEMBLY,0.7439598250730878,1,101,0.8821588684860046
GO_LEUKOCYTE_PROLIFERATION,0.7449483402069119,2,191,0.8829147387466464
GO_TUMOR_NECROSIS_FACTOR_SUPERFAMILY_CYTOKINE_PRODUCTION,0.7454123426794688,1,96,0.8830184696271384
GO_PLASMA_MEMBRANE_RAFT,0.7457380634147284,1,103,0.8830184696271384
GO_KINASE_REGULATOR_ACTIVITY,0.7462748238566841,2,189,0.8832382032939109
GO_CELL_MATRIX_ADHESION,0.7466842771224892,2,201,0.8832603557915245
GO_SPERMATID_DIFFERENTIATION,0.746995935096848,1,97,0.8832603557915245
GO_POST_GOLGI_VESICLE_MEDIATED_TRANSPORT,0.7476290852701465,1,99,0.8835795401400561
GO_CHAPERONE_BINDING,0.7479685252318805,1,94,0.8835795401400561
GO_OUTER_MEMBRANE,0.7494935050733731,2,187,0.8838594427076627
GO_LYMPHOCYTE_ACTIVATION,0.7495461350894139,5,455,0.8838594427076627
GO_UBIQUITIN_LIKE_PROTEIN_BINDING,0.7495866125968985,1,96,0.8838594427076627
GO_CELL_CELL_SIGNALING_BY_WNT,0.7496112092626023,5,451,0.8838594427076627
GO_NUCLEOSIDE_TRIPHOSPHATE_METABOLIC_PROCESS,0.7524968433020687,1,93,0.8867669840305665
GO_NEGATIVE_REGULATION_OF_CELLULAR_PROTEIN_LOCALIZATION,0.7528236258702558,1,99,0.8867669840305665
GO_PROTEIN_KINASE_COMPLEX,0.7531349017452447,1,98,0.8867669840305665
GO_SODIUM_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY,0.7544703657386591,1,104,0.8879237107312717
